,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,DurationOfTenure
3185,No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,69.7,No,1 - 2 Years
3186,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,No,> 3 Years
3187,No,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.5,No,> 3 Years
3188,No,11,Yes,No,DSL,No,No,Month-to-month,No,48.55,Yes,< 1 Year
3189,No,38,No,No,Fiber optic,No,No,Month-to-month,Yes,69.5,No,> 3 Years
3190,No,71,Yes,Yes,DSL,No,Yes,Two year,No,65.15,No,> 3 Years
3191,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,Yes,< 1 Year
3192,Yes,68,No,Yes,DSL,Yes,Yes,One year,Yes,75.8,Yes,> 3 Years
3193,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.6,No,> 3 Years
3194,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,No,1 - 2 Years
3195,No,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,No,1 - 2 Years
3196,No,18,Yes,No,DSL,No,No,Month-to-month,No,49.4,Yes,1 - 2 Years
3197,No,8,No,No,DSL,No,No,Month-to-month,Yes,54.75,No,< 1 Year
3198,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,No,62.65,No,> 3 Years
3199,No,10,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.6,Yes,< 1 Year
3200,No,22,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.0,Yes,1 - 2 Years
3201,No,52,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.1,No,> 3 Years
3202,No,1,No,No,DSL,No,No,Month-to-month,No,45.05,Yes,< 1 Year
3203,Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,No,1 - 2 Years
3204,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,No,< 1 Year
3205,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,86.0,Yes,< 1 Year
3206,Yes,25,No,No,Fiber optic,No,No,One year,Yes,90.4,Yes,2 - 3 Years
3207,No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,Yes,< 1 Year
3208,No,8,No,Yes,DSL,Yes,No,Month-to-month,Yes,43.35,No,< 1 Year
3209,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.2,Yes,< 1 Year
3210,No,72,Yes,Yes,DSL,No,Yes,Two year,Yes,86.4,No,> 3 Years
3211,No,56,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.3,No,> 3 Years
3212,No,1,No,No,Fiber optic,No,Yes,Month-to-month,No,74.7,No,< 1 Year
3213,Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,No,1 - 2 Years
3214,No,19,No,Yes,DSL,No,Yes,One year,Yes,65.35,No,1 - 2 Years
3215,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.35,Yes,< 1 Year
3216,No,30,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,No,2 - 3 Years
3217,No,38,No,No,Fiber optic,Yes,Yes,One year,No,95.0,No,> 3 Years
3218,Yes,64,Yes,No,Fiber optic,No,Yes,One year,Yes,104.4,No,> 3 Years
3219,No,47,No,No,DSL,Yes,Yes,Two year,No,74.45,No,> 3 Years
3220,No,27,Yes,Yes,DSL,No,No,One year,No,55.45,No,2 - 3 Years
3221,No,62,No,Yes,DSL,Yes,Yes,Two year,Yes,60.15,No,> 3 Years
3222,Yes,58,No,No,DSL,Yes,Yes,Two year,Yes,55.5,No,> 3 Years
3223,No,47,Yes,No,Fiber optic,Yes,Yes,One year,Yes,103.7,No,> 3 Years
3224,No,72,No,Yes,Fiber optic,Yes,Yes,One year,No,109.15,No,> 3 Years
3225,No,3,No,No,DSL,No,Yes,Month-to-month,Yes,50.5,No,< 1 Year
3226,No,54,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,69.9,No,> 3 Years
3227,Yes,53,No,No,DSL,Yes,No,One year,No,60.6,No,> 3 Years
3228,No,19,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,106.6,Yes,1 - 2 Years
3229,No,61,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.1,No,> 3 Years
3230,No,58,Yes,No,DSL,Yes,Yes,Two year,Yes,84.3,No,> 3 Years
3231,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.85,No,2 - 3 Years
3232,No,2,No,No,Fiber optic,No,No,Month-to-month,No,68.95,Yes,< 1 Year
3233,No,21,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,90.05,No,1 - 2 Years
3234,No,40,No,Yes,Fiber optic,Yes,No,One year,Yes,106.0,No,> 3 Years
3235,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,No,< 1 Year
3236,Yes,60,Yes,Yes,DSL,Yes,Yes,One year,Yes,74.85,No,> 3 Years
3237,No,36,No,Yes,DSL,No,Yes,One year,Yes,65.4,Yes,2 - 3 Years
3238,No,1,No,No,DSL,No,No,Month-to-month,Yes,25.15,Yes,< 1 Year
3239,No,68,Yes,Yes,Fiber optic,No,No,Two year,Yes,84.7,No,> 3 Years
3240,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.75,No,< 1 Year
3241,Yes,68,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,103.25,No,> 3 Years
3242,No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.95,Yes,2 - 3 Years
3243,Yes,43,No,No,Fiber optic,Yes,Yes,One year,Yes,104.3,No,> 3 Years
3244,Yes,72,No,Yes,DSL,No,Yes,Two year,Yes,78.95,No,> 3 Years
3245,Yes,14,No,No,Fiber optic,No,No,Month-to-month,Yes,80.9,No,1 - 2 Years
3246,No,1,No,No,DSL,No,No,Month-to-month,No,25.05,Yes,< 1 Year
3247,No,27,Yes,Yes,DSL,No,No,Month-to-month,Yes,56.7,No,2 - 3 Years
3248,No,3,No,No,DSL,No,No,Month-to-month,No,44.75,No,< 1 Year
3249,No,8,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,65.5,No,< 1 Year
3250,No,51,Yes,Yes,Fiber optic,No,No,One year,Yes,94.8,Yes,> 3 Years
3251,No,21,Yes,No,DSL,Yes,Yes,One year,Yes,60.25,No,1 - 2 Years
3252,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,72.2,Yes,< 1 Year
3253,Yes,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.55,Yes,< 1 Year
3254,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.6,No,< 1 Year
3255,No,2,No,No,DSL,Yes,No,Month-to-month,Yes,49.25,Yes,< 1 Year
3256,No,67,Yes,Yes,DSL,Yes,No,Two year,No,65.65,No,> 3 Years
3257,No,2,No,No,DSL,No,No,Month-to-month,Yes,45.0,No,< 1 Year
3258,No,13,No,Yes,DSL,No,No,Month-to-month,Yes,31.05,Yes,1 - 2 Years
3259,No,57,No,No,Fiber optic,Yes,No,One year,Yes,100.75,No,> 3 Years
3260,Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No,> 3 Years
3261,No,64,No,No,Fiber optic,Yes,Yes,One year,Yes,104.65,No,> 3 Years
3262,No,29,Yes,No,DSL,No,Yes,One year,No,35.6,No,2 - 3 Years
3263,Yes,72,Yes,Yes,Fiber optic,Yes,No,Two year,No,109.7,No,> 3 Years
3264,Yes,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.15,No,> 3 Years
3265,No,55,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.65,No,> 3 Years
3266,No,57,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.3,No,> 3 Years
3267,Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,No,> 3 Years
3268,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.0,No,> 3 Years
3269,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,No,< 1 Year
3270,Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.5,No,> 3 Years
3271,No,50,No,Yes,Fiber optic,No,No,One year,Yes,98.25,No,> 3 Years
3272,No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,78.15,No,< 1 Year
3273,No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,76.0,Yes,1 - 2 Years
3274,Yes,26,No,No,DSL,Yes,Yes,One year,Yes,82.0,No,2 - 3 Years
3275,No,17,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.5,No,1 - 2 Years
3276,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.75,No,< 1 Year
3277,No,40,No,Yes,DSL,No,No,Month-to-month,Yes,39.3,Yes,> 3 Years
3278,Yes,35,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.95,No,2 - 3 Years
3279,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,89.35,No,< 1 Year
3280,No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.15,No,< 1 Year
3281,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,70.15,No,1 - 2 Years
3282,No,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.45,No,2 - 3 Years
3283,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.15,No,> 3 Years
3284,No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.85,No,< 1 Year
3285,Yes,49,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.45,No,> 3 Years
3286,No,27,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,104.3,Yes,2 - 3 Years
3287,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.25,Yes,1 - 2 Years
3288,Yes,1,Yes,No,DSL,No,No,Month-to-month,No,50.6,Yes,< 1 Year
3289,No,46,No,No,Fiber optic,No,No,Month-to-month,No,96.05,Yes,> 3 Years
3290,No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,108.8,No,> 3 Years
3291,Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No,> 3 Years
3292,No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,110.9,No,> 3 Years
3293,No,45,No,Yes,Fiber optic,Yes,Yes,One year,Yes,98.7,No,> 3 Years
3294,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.85,No,> 3 Years
3295,Yes,12,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.3,No,1 - 2 Years
3296,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.25,No,< 1 Year
3297,No,30,Yes,Yes,Fiber optic,Yes,No,One year,No,90.4,No,2 - 3 Years
3298,Yes,59,No,Yes,DSL,No,Yes,Two year,Yes,75.95,No,> 3 Years
3299,No,6,No,No,DSL,No,Yes,One year,Yes,49.25,No,< 1 Year
3300,Yes,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,104.9,No,> 3 Years
3301,No,9,No,Yes,DSL,Yes,No,Month-to-month,Yes,69.05,No,< 1 Year
3302,No,13,No,No,DSL,No,No,Month-to-month,Yes,25.15,No,1 - 2 Years
3303,No,31,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.95,No,2 - 3 Years
3304,Yes,1,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.0,Yes,< 1 Year
3305,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.35,No,> 3 Years
3306,No,11,No,Yes,DSL,No,No,Month-to-month,No,51.1,No,< 1 Year
3307,No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,90.6,Yes,1 - 2 Years
3308,No,18,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No,1 - 2 Years
3309,No,54,No,Yes,DSL,No,Yes,One year,No,72.1,No,> 3 Years
3310,No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.85,No,> 3 Years
3311,No,53,No,Yes,Fiber optic,Yes,No,One year,Yes,100.3,No,> 3 Years
3312,No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.75,No,> 3 Years
3313,No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,87.3,No,1 - 2 Years
3314,Yes,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.0,No,1 - 2 Years
3315,Yes,45,No,Yes,Fiber optic,Yes,No,One year,Yes,95.0,No,> 3 Years
3316,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,91.25,Yes,2 - 3 Years
3317,Yes,25,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No,2 - 3 Years
3318,No,32,No,No,DSL,No,No,One year,Yes,64.85,No,2 - 3 Years
3319,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.7,No,< 1 Year
3320,No,42,No,No,DSL,No,No,Month-to-month,Yes,25.1,No,> 3 Years
3321,No,40,No,No,Fiber optic,No,Yes,Month-to-month,Yes,78.85,No,> 3 Years
3322,No,33,No,Yes,Fiber optic,No,Yes,One year,Yes,79.95,No,2 - 3 Years
3323,No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,85.25,No,> 3 Years
3324,No,62,No,Yes,DSL,Yes,No,Two year,Yes,43.6,No,> 3 Years
3325,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.0,Yes,< 1 Year
3326,No,42,No,No,DSL,No,No,Month-to-month,Yes,50.25,Yes,> 3 Years
3327,No,31,No,No,Fiber optic,Yes,No,One year,Yes,90.7,No,2 - 3 Years
3328,No,39,No,No,DSL,No,Yes,One year,No,59.3,No,> 3 Years
3329,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.1,No,< 1 Year
3330,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,No,> 3 Years
3331,Yes,49,No,Yes,Fiber optic,No,No,Month-to-month,Yes,98.35,No,> 3 Years
3332,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,Yes,< 1 Year
3333,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,84.65,Yes,< 1 Year
3334,No,29,No,No,DSL,No,No,Month-to-month,No,33.75,No,2 - 3 Years
3335,Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.25,No,1 - 2 Years
3336,Yes,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.15,Yes,2 - 3 Years
3337,Yes,11,No,No,Fiber optic,No,No,Month-to-month,No,86.2,No,< 1 Year
3338,No,33,No,Yes,DSL,No,No,One year,Yes,39.1,No,2 - 3 Years
3339,No,5,No,No,DSL,Yes,Yes,Month-to-month,Yes,63.95,No,< 1 Year
3340,No,10,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,92.5,Yes,< 1 Year
3341,No,2,No,No,DSL,No,No,Month-to-month,No,43.95,No,< 1 Year
3342,No,33,Yes,Yes,DSL,No,Yes,Two year,Yes,61.05,No,2 - 3 Years
3343,No,41,No,No,DSL,Yes,No,Month-to-month,Yes,55.7,No,> 3 Years
3344,No,27,No,Yes,Fiber optic,No,Yes,One year,Yes,104.65,No,2 - 3 Years
3345,Yes,56,No,Yes,DSL,Yes,No,One year,Yes,36.1,No,> 3 Years
3346,No,46,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.0,Yes,> 3 Years
3347,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,47.6,No,> 3 Years
3348,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,85.45,No,> 3 Years
3349,No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,96.55,No,< 1 Year
3350,No,2,No,No,Fiber optic,No,No,Month-to-month,No,80.55,Yes,< 1 Year
3351,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,69.35,Yes,< 1 Year
3352,Yes,15,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.35,No,1 - 2 Years
3353,No,5,Yes,No,Fiber optic,No,No,Month-to-month,Yes,89.15,No,< 1 Year
3354,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.15,No,> 3 Years
3355,No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,74.95,No,2 - 3 Years
3356,Yes,69,No,No,Fiber optic,No,Yes,Two year,Yes,99.35,No,> 3 Years
3357,No,70,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,98.7,No,> 3 Years
3358,Yes,68,No,No,Fiber optic,No,No,One year,Yes,83.0,Yes,> 3 Years
3359,No,68,Yes,Yes,Fiber optic,No,No,One year,Yes,96.55,Yes,> 3 Years
3360,No,12,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.45,Yes,1 - 2 Years
3361,No,7,No,Yes,Fiber optic,No,No,One year,Yes,94.05,No,< 1 Year
3362,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,86.65,Yes,< 1 Year
3363,No,18,No,No,Fiber optic,Yes,Yes,Month-to-month,No,78.2,No,1 - 2 Years
3364,No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.55,No,> 3 Years
3365,Yes,2,No,Yes,DSL,No,No,Month-to-month,Yes,30.25,No,< 1 Year
3366,No,47,Yes,No,DSL,Yes,Yes,Two year,Yes,65.0,No,> 3 Years
3367,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.25,No,> 3 Years
3368,Yes,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.9,No,> 3 Years
3369,Yes,4,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,No,< 1 Year
3370,No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.8,Yes,< 1 Year
3371,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,No,> 3 Years
3372,No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,108.85,Yes,> 3 Years
3373,Yes,66,No,Yes,DSL,Yes,No,Two year,No,79.85,No,> 3 Years
3374,Yes,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,No,> 3 Years
3375,No,19,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.2,Yes,1 - 2 Years
3376,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,Yes,< 1 Year
3377,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No,> 3 Years
3378,No,1,No,No,DSL,No,Yes,Month-to-month,No,51.25,Yes,< 1 Year
3379,Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No,1 - 2 Years
3380,No,61,Yes,No,DSL,Yes,No,Two year,Yes,69.9,No,> 3 Years
3381,No,24,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,85.95,No,2 - 3 Years
3382,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,94.85,No,< 1 Year
3383,No,46,No,No,DSL,No,No,Month-to-month,Yes,45.2,No,> 3 Years
3384,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,Yes,< 1 Year
3385,No,46,Yes,No,DSL,No,No,Month-to-month,No,55.0,No,> 3 Years
3386,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,91.3,Yes,< 1 Year
3387,No,67,No,Yes,Fiber optic,No,No,One year,Yes,88.4,No,> 3 Years
3388,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.2,No,2 - 3 Years
3389,No,32,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.05,No,2 - 3 Years
3390,No,17,No,No,DSL,No,No,Month-to-month,No,25.1,No,1 - 2 Years
3391,No,46,Yes,No,DSL,Yes,Yes,Two year,No,38.25,No,> 3 Years
3392,Yes,43,Yes,Yes,DSL,No,No,Month-to-month,Yes,63.95,No,> 3 Years
3393,No,5,Yes,No,DSL,No,No,Month-to-month,Yes,53.8,No,< 1 Year
3394,No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.35,No,2 - 3 Years
3395,Yes,27,No,No,Fiber optic,No,Yes,Month-to-month,Yes,79.5,Yes,2 - 3 Years
3396,No,16,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No,1 - 2 Years
3397,Yes,7,Yes,Yes,DSL,Yes,No,Two year,No,38.55,No,< 1 Year
3398,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.25,No,2 - 3 Years
3399,No,45,No internet service,No internet service,No,No internet service,No internet service,One year,No,18.85,No,> 3 Years
3400,Yes,21,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,102.8,Yes,1 - 2 Years
3401,No,42,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No,> 3 Years
3402,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.1,No,> 3 Years
3403,No,19,No,No,Fiber optic,No,No,Month-to-month,Yes,94.95,No,1 - 2 Years
3404,Yes,1,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,102.45,Yes,< 1 Year
3405,No,55,No,No,DSL,Yes,No,One year,Yes,50.05,No,> 3 Years
3406,Yes,11,Yes,No,DSL,No,No,Month-to-month,No,50.55,No,< 1 Year
3407,No,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.95,No,< 1 Year
3408,Yes,51,Yes,No,DSL,Yes,Yes,One year,No,60.15,No,> 3 Years
3409,No,59,Yes,No,DSL,No,Yes,One year,No,68.7,No,> 3 Years
3411,No,16,No,Yes,DSL,No,No,Month-to-month,Yes,39.0,Yes,1 - 2 Years
3412,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,No,< 1 Year
3413,Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No,> 3 Years
3414,Yes,72,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,90.35,No,> 3 Years
3415,Yes,71,Yes,No,DSL,Yes,Yes,Two year,Yes,82.0,No,> 3 Years
3416,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,75.2,No,< 1 Year
3417,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,Yes,< 1 Year
3418,Yes,10,No,No,Fiber optic,No,No,Month-to-month,No,95.2,Yes,< 1 Year
3419,No,39,No,Yes,DSL,No,No,One year,Yes,58.6,No,> 3 Years
3420,No,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No,2 - 3 Years
3421,Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No,> 3 Years
3422,Yes,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.8,No,< 1 Year
3423,No,64,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.1,No,> 3 Years
3424,No,52,Yes,No,Fiber optic,No,No,Month-to-month,No,84.1,Yes,> 3 Years
3425,No,38,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,No,> 3 Years
3426,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.3,Yes,< 1 Year
3427,No,10,No,Yes,DSL,No,Yes,One year,No,64.9,No,< 1 Year
3428,Yes,12,Yes,No,DSL,No,No,Month-to-month,Yes,49.2,No,1 - 2 Years
3429,No,35,No,No,Fiber optic,No,Yes,Month-to-month,Yes,91.5,No,2 - 3 Years
3430,Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No,> 3 Years
3431,No,3,No,No,Fiber optic,No,No,Month-to-month,No,74.5,No,< 1 Year
3432,Yes,2,No,No,DSL,No,No,Month-to-month,Yes,44.5,No,< 1 Year
3433,No,69,Yes,Yes,DSL,No,Yes,Two year,Yes,66.9,No,> 3 Years
3434,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.45,No,< 1 Year
3435,No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No,1 - 2 Years
3436,No,45,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.7,No,> 3 Years
3437,No,1,No,No,DSL,No,No,Month-to-month,Yes,24.25,Yes,< 1 Year
3438,No,41,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,83.75,Yes,> 3 Years
3439,No,15,No,Yes,DSL,No,No,Month-to-month,No,48.85,No,1 - 2 Years
3440,Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No,> 3 Years
3441,No,12,No,No,Fiber optic,No,No,Month-to-month,No,94.55,No,1 - 2 Years
3442,No,10,No,No,Fiber optic,No,Yes,Month-to-month,Yes,98.5,Yes,< 1 Year
3443,No,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.75,Yes,1 - 2 Years
3444,Yes,8,Yes,No,DSL,No,No,Month-to-month,Yes,51.3,No,< 1 Year
3445,Yes,40,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,110.1,No,> 3 Years
3446,No,23,Yes,No,DSL,Yes,Yes,One year,Yes,68.75,No,1 - 2 Years
3447,No,2,No,No,DSL,Yes,No,Month-to-month,No,49.95,No,< 1 Year
3448,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.15,Yes,< 1 Year
3449,No,37,No,Yes,Fiber optic,No,No,Month-to-month,Yes,96.1,No,> 3 Years
